StartTime,Site,SiteID,Address,Latitude,Longitude,pm25,co,no,no2,nox,ozone,so2,temp_f,weather,wind_string,wind_dir,wind_degrees,wind_mph,wind_gust_mph,windchill_f,observation_datetime,station_id,Location
11/4/15 15:00,Harding Lab,360050083,200TH STREET AND SOUTHERN BLVD Harding Lab,40.86585,-73.88083,NULL,200,1.6,14.9,16.5,34,0.8,66,Fair,South at 10.4 MPH (9 KT),South,160,10.4,NULL,NULL,00:00.0,KLGA,Rooftop
11/2/15 21:00,Bronx - IS74,360050112,IS 74    730 BRYANT AV,40.81551,-73.88553,12.8,NULL,NULL,NULL,NULL,NULL,NULL,60,Mostly Cloudy,Calm,North,0,0,NULL,NULL,00:00.0,KLGA,Rooftop
11/7/15 13:00,PS 19,360610128,PS 19    185 1ST AVENUE,40.73,-73.98446,6,NULL,NULL,NULL,NULL,NULL,NULL,62,Overcast,North at 8.1 MPH (7 KT),North,340,8.1,NULL,61,00:00.0,KLGA,Rooftop
11/5/15 0:00,Brooklyn - PS274,360470118,PS 274  800 BUSHWICK AVE,40.69454,-73.92769,16.2,NULL,NULL,NULL,NULL,NULL,NULL,58,Fog/Mist,Southwest at 3.5 MPH (3 KT),Southwest,230,3.5,NULL,NULL,00:00.0,KLGA,Rooftop
11/4/15 13:00,MSPTH,360810120,Maspeth Library       69-70 GRAND AV,40.72698,-73.89313,5.8,NULL,NULL,NULL,NULL,NULL,NULL,65,Fair,Northeast at 8.1 MPH (7 KT),Northeast,50,8.1,NULL,NULL,00:00.0,KLGA,Rooftop
11/2/15 23:00,CCNY,360610135,160 CONVENT AVENUE,40.81976,-73.94825,8.4,NULL,NULL,NULL,NULL,1,NULL,58,Mostly Cloudy,Calm,North,0,0,NULL,NULL,00:00.0,KLGA,Rooftop
11/3/15 20:00,MSPTH,360810120,Maspeth Library       69-70 GRAND AV,40.72698,-73.89313,17.3,NULL,NULL,NULL,NULL,NULL,NULL,68,Fair,Calm,North,0,0,NULL,NULL,00:00.0,KLGA,Rooftop
11/3/15 6:00,Division Street,360610134,"40 DIVISION STREET, PS 124",40.71436,-73.99518,10.6,NULL,NULL,NULL,NULL,NULL,NULL,53,Fair,Calm,North,0,0,NULL,NULL,00:00.0,KLGA,Rooftop
11/5/15 14:00,IS52,360050110,IS 52    681 KELLY ST,40.81618,-73.902,30.7,NULL,NULL,NULL,NULL,9,NULL,68,Overcast,South at 5.8 MPH (5 KT),South,180,5.8,NULL,NULL,00:00.0,KLGA,Rooftop
11/4/15 20:00,IS 52,360050110,IS 52    681 KELLY ST,40.81618,-73.902,9.89,NULL,21.8,48.3,70.1,NULL,2,59,Fair,East at 3.5 MPH (3 KT),East,100,3.5,NULL,NULL,00:00.0,KLGA,Rooftop
11/8/15 13:00,Bronx - IS74,360050112,IS 74    730 BRYANT AV,40.81551,-73.88553,1.8,NULL,NULL,NULL,NULL,NULL,NULL,57,Partly Cloudy,Northwest at 8.1 MPH (7 KT),Northwest,330,8.1,NULL,55,00:00.0,KLGA,Rooftop
11/3/15 16:00,Susan Wagner,360850067,"SUSAN WAGNER HS,   1200 MANOR RD, near Brielle Ave",40.59664,-74.12525,NULL,NULL,NULL,NULL,NULL,33,NULL,69,Fair,South at 8.1 MPH (7 KT),South,170,8.1,NULL,NULL,00:00.0,KLGA,Rooftop
11/3/15 2:00,MSPTH,360810120,Maspeth Library       69-70 GRAND AV,40.72698,-73.89313,22.1,NULL,NULL,NULL,NULL,NULL,NULL,53,Fair,North at 3.5 MPH (3 KT),North,340,3.5,NULL,NULL,00:00.0,KLGA,Rooftop
11/7/15 4:00,MSPTH,360810120,Maspeth Library       69-70 GRAND AV,40.72698,-73.89313,0.5,NULL,NULL,NULL,NULL,NULL,NULL,67,Mostly Cloudy,Northwest at 9.2 MPH (8 KT),Northwest,300,9.2,NULL,NULL,00:00.0,KLGA,Rooftop
11/9/15 20:00,IS143,360610115,515 W 182nd St,40.84955,-73.935649,10,NULL,NULL,NULL,NULL,NULL,NULL,56,Overcast,Calm,North,0,0,NULL,NULL,00:00.0,KLGA,Rooftop
11/4/15 23:00,MSPTH,360810120,Maspeth Library       69-70 GRAND AV,40.72698,-73.89313,13.4,NULL,NULL,NULL,NULL,NULL,NULL,58,Overcast,East at 3.5 MPH (3 KT),East,80,3.5,NULL,NULL,00:00.0,KLGA,Rooftop
11/2/15 4:00,IS 52,360050110,IS 52    681 KELLY ST,40.81618,-73.902,5.32,NULL,1.1,19.1,20.2,NULL,1.9,58,Mostly Cloudy,Northwest at 6.9 MPH (6 KT),Northwest,310,6.9,NULL,57,00:00.0,KLGA,Rooftop
11/3/15 18:00,PS 19,360610128,PS 19    185 1ST AVENUE,40.73,-73.98446,27.1,NULL,NULL,NULL,NULL,NULL,NULL,66,Fair,South at 3.5 MPH (3 KT),South,190,3.5,NULL,NULL,00:00.0,KLGA,Rooftop
11/7/15 23:00,Division Street,360610134,"40 DIVISION STREET, PS 124",40.71436,-73.99518,4.3,NULL,NULL,NULL,NULL,NULL,NULL,54,Mostly Cloudy,from the Northwest at 17.3 gusting to 25.3 MPH (15,Northwest,320,17.3,25.3,49,00:00.0,KLGA,Rooftop
11/7/15 15:00,IS 52,360050110,IS 52    681 KELLY ST,40.81618,-73.902,-0.86,NULL,1.6,9,10.7,NULL,1.5,61,Overcast,North at 11.5 MPH (10 KT),North,340,11.5,NULL,59,00:00.0,KLGA,Rooftop
11/8/15 9:00,FKILL,360850111,FRESHKILLS WEST   310 West Service Road,40.58027,-74.19832,4,NULL,NULL,NULL,NULL,NULL,NULL,51,Partly Cloudy,from the Northwest at 9.2 gusting to 19.6 MPH (8 g,Northwest,330,9.2,19.6,48,00:00.0,KLGA,Rooftop
11/1/15 5:00,MSPTH,360810120,Maspeth Library       69-70 GRAND AV,40.72698,-73.89313,4.9,NULL,NULL,NULL,NULL,NULL,NULL,55,Overcast,Southwest at 5.8 MPH (5 KT),Southwest,210,5.8,NULL,54,00:00.0,KLGA,Rooftop
11/2/15 15:00,Division Street,360610134,"40 DIVISION STREET, PS 124",40.71436,-73.99518,8.8,NULL,NULL,NULL,NULL,NULL,NULL,62,Mostly Cloudy,Northwest at 5.8 MPH (5 KT),Northwest,310,5.8,NULL,62,00:00.0,KLGA,Rooftop
11/6/15 11:00,IS52,360050110,IS 52    681 KELLY ST,40.81618,-73.902,6.8,NULL,NULL,NULL,NULL,14,NULL,72,Mostly Cloudy,from the Southwest at 13.8 gusting to 20.7 MPH (12,Southwest,230,13.8,20.7,NULL,00:00.0,KLGA,Rooftop
11/5/15 23:00,Queens College,360810124,Queens College   65-30 Kissena Blvd  Parking Lot#6,40.73614,-73.82153,17.15,295.79,11.2,28.6,39.9,0,0.1,66,Fog/Mist,South at 5.8 MPH (5 KT),South,190,5.8,NULL,NULL,00:00.0,KLGA,Rooftop
11/3/15 22:00,Queens College,360810124,Queens College   65-30 Kissena Blvd  Parking Lot#6,40.73614,-73.82153,18.73,1591.62,117.9,49.7,167.7,0,1.4,61,Fair,Calm,North,0,0,NULL,NULL,00:00.0,KLGA,Rooftop
11/7/15 14:00,IS143,360610115,515 W 182nd St,40.84955,-73.935649,3.8,NULL,NULL,NULL,NULL,NULL,NULL,62,Overcast,North at 6.9 MPH (6 KT),North,340,6.9,NULL,62,00:00.0,KLGA,Rooftop
11/8/15 12:00,Harding Lab,360050083,200TH STREET AND SOUTHERN BLVD Harding Lab,40.86585,-73.88083,NULL,100,1.6,4.3,6,31,0.3,56,Partly Cloudy,from the Northwest at 6.9 gusting to 16.1 MPH (6 g,Northwest,300,6.9,16.1,54,00:00.0,KLGA,Rooftop
11/4/15 22:00,PS 19,360610128,PS 19    185 1ST AVENUE,40.73,-73.98446,17.5,NULL,NULL,NULL,NULL,NULL,NULL,58,Partly Cloudy,Calm,North,0,0,NULL,NULL,00:00.0,KLGA,Rooftop
11/7/15 22:00,PS 314,360470052,"PS 314, 330 59th ST",40.64182,-74.01871,1.8,NULL,NULL,NULL,NULL,NULL,NULL,55,Mostly Cloudy,Northwest at 13.8 MPH (12 KT),Northwest,320,13.8,NULL,51,00:00.0,KLGA,Rooftop
11/2/15 16:00,CCNY,360610135,160 CONVENT AVENUE,40.81976,-73.94825,6.9,NULL,NULL,NULL,NULL,16,NULL,62,Mostly Cloudy,Calm,North,0,0,NULL,NULL,00:00.0,KLGA,Rooftop
11/5/15 18:00,Bronx - IS74,360050112,IS 74    730 BRYANT AV,40.81551,-73.88553,12.4,NULL,NULL,NULL,NULL,NULL,NULL,65,Fog/Mist,South at 4.6 MPH (4 KT),South,190,4.6,NULL,NULL,00:00.0,KLGA,Rooftop
11/10/15 4:00,Brooklyn - PS274,360470118,PS 274  800 BUSHWICK AVE,40.69454,-73.92769,2.3,NULL,NULL,NULL,NULL,NULL,NULL,56,Overcast,Northeast at 10.4 MPH (9 KT),Northeast,60,10.4,NULL,53,00:00.0,KLGA,Rooftop
11/10/15 1:00,Bronx - IS74,360050112,IS 74    730 BRYANT AV,40.81551,-73.88553,8.3,NULL,NULL,NULL,NULL,NULL,NULL,54,Overcast,Northeast at 5.8 MPH (5 KT),Northeast,60,5.8,NULL,53,00:00.0,KLGA,Rooftop
11/7/15 15:00,FKILL,360850111,FRESHKILLS WEST   310 West Service Road,40.58027,-74.19832,5.6,NULL,NULL,NULL,NULL,NULL,NULL,61,Overcast,North at 11.5 MPH (10 KT),North,340,11.5,NULL,59,00:00.0,KLGA,Rooftop
11/2/15 5:00,MSPTH,360810120,Maspeth Library       69-70 GRAND AV,40.72698,-73.89313,13.9,NULL,NULL,NULL,NULL,NULL,NULL,57,Mostly Cloudy,Calm,North,0,0,NULL,NULL,00:00.0,KLGA,Rooftop
11/2/15 1:00,PS 19,360610128,PS 19    185 1ST AVENUE,40.73,-73.98446,6.3,NULL,NULL,NULL,NULL,NULL,NULL,58,Mostly Cloudy,Northwest at 6.9 MPH (6 KT),Northwest,320,6.9,NULL,57,00:00.0,KLGA,Rooftop
11/5/15 21:00,FKILL,360850111,FRESHKILLS WEST   310 West Service Road,40.58027,-74.19832,12.1,NULL,NULL,NULL,NULL,NULL,NULL,67,Fog/Mist,South at 6.9 MPH (6 KT),South,190,6.9,NULL,NULL,00:00.0,KLGA,Rooftop
11/3/15 17:00,IS143,360610115,515 W 182nd St,40.84955,-73.935649,18.8,NULL,NULL,NULL,NULL,NULL,NULL,66,Fair,South at 4.6 MPH (4 KT),South,180,4.6,NULL,NULL,00:00.0,KLGA,Rooftop
11/3/15 21:00,Susan Wagner,360850067,"SUSAN WAGNER HS,   1200 MANOR RD, near Brielle Ave",40.59664,-74.12525,NULL,NULL,NULL,NULL,NULL,23,NULL,63,Fair,Calm,North,0,0,NULL,NULL,00:00.0,KLGA,Rooftop
11/2/15 10:00,Queens College,360810124,Queens College   65-30 Kissena Blvd  Parking Lot#6,40.73614,-73.82153,6.32,214.73,6.9,20.3,27.2,20,1.1,61,Mostly Cloudy,Northwest at 6.9 MPH (6 KT),Northwest,320,6.9,NULL,60,00:00.0,KLGA,Rooftop
11/5/15 19:00,MSPTH,360810120,Maspeth Library       69-70 GRAND AV,40.72698,-73.89313,8.3,NULL,NULL,NULL,NULL,NULL,NULL,66,Fog/Mist,South at 4.6 MPH (4 KT),South,160,4.6,NULL,NULL,00:00.0,KLGA,Rooftop
11/9/15 15:00,PS 314,360470052,"PS 314, 330 59th ST",40.64182,-74.01871,7.1,NULL,NULL,NULL,NULL,NULL,NULL,56,Mostly Cloudy,South at 10.4 MPH (9 KT),South,190,10.4,NULL,53,00:00.0,KLGA,Rooftop
11/7/15 19:00,Division Street,360610134,"40 DIVISION STREET, PS 124",40.71436,-73.99518,8.7,NULL,NULL,NULL,NULL,NULL,NULL,57,Mostly Cloudy,from the Northwest at 13.8 gusting to 21.9 MPH (12,Northwest,320,13.8,21.9,54,00:00.0,KLGA,Rooftop
11/8/15 8:00,MSPTH,360810120,Maspeth Library       69-70 GRAND AV,40.72698,-73.89313,3.3,NULL,NULL,NULL,NULL,NULL,NULL,50,Partly Cloudy,from the Northwest at 9.2 gusting to 17.3 MPH (8 g,Northwest,320,9.2,17.3,46,00:00.0,KLGA,Rooftop
11/1/15 10:00,IS143,360610115,515 W 182nd St,40.84955,-73.935649,10.9,NULL,NULL,NULL,NULL,NULL,NULL,59,Mostly Cloudy,Southwest at 12.7 MPH (11 KT),Southwest,230,12.7,NULL,57,00:00.0,KLGA,Rooftop
11/6/15 10:00,PS 314,360470052,"PS 314, 330 59th ST",40.64182,-74.01871,3.7,NULL,NULL,NULL,NULL,NULL,NULL,71,Overcast,from the Southwest at 12.7 gusting to 19.6 MPH (11,Southwest,230,12.7,19.6,NULL,00:00.0,KLGA,Rooftop
11/8/15 4:00,Bronx - IS74,360050112,IS 74    730 BRYANT AV,40.81551,-73.88553,3.3,NULL,NULL,NULL,NULL,NULL,NULL,49,Partly Cloudy,from the Northwest at 12.7 gusting to 18.4 MPH (11,Northwest,310,12.7,18.4,44,00:00.0,KLGA,Rooftop
11/2/15 10:00,IS52,360050110,IS 52    681 KELLY ST,40.81618,-73.902,7.4,NULL,NULL,NULL,NULL,NULL,NULL,61,Mostly Cloudy,Northwest at 6.9 MPH (6 KT),Northwest,320,6.9,NULL,60,00:00.0,KLGA,Rooftop
11/7/15 16:00,IS52,360050110,IS 52    681 KELLY ST,40.81618,-73.902,3.3,NULL,NULL,NULL,NULL,17,NULL,60,Overcast,from the Northwest at 18.4 gusting to 23.0 MPH (16,Northwest,320,18.4,23,57,00:00.0,KLGA,Rooftop
11/8/15 11:00,MSPTH,360810120,Maspeth Library       69-70 GRAND AV,40.72698,-73.89313,5.3,NULL,NULL,NULL,NULL,NULL,NULL,55,Partly Cloudy,Northwest at 11.5 MPH (10 KT),Northwest,320,11.5,NULL,52,00:00.0,KLGA,Rooftop
11/3/15 8:00,PS 314,360470052,"PS 314, 330 59th ST",40.64182,-74.01871,20,NULL,NULL,NULL,NULL,NULL,NULL,59,Fair,Calm,North,0,0,NULL,NULL,00:00.0,KLGA,Rooftop
11/4/15 21:00,Queens College,360810124,Queens College   65-30 Kissena Blvd  Parking Lot#6,40.73614,-73.82153,9.03,549.83,3.6,34.6,38.3,6,0.3,59,Fair,Southeast at 3.5 MPH (3 KT),Southeast,150,3.5,NULL,NULL,00:00.0,KLGA,Rooftop
11/5/15 7:00,Division Street,360610134,"40 DIVISION STREET, PS 124",40.71436,-73.99518,17.8,NULL,NULL,NULL,NULL,NULL,NULL,60,Fog/Mist,East at 5.8 MPH (5 KT),East,70,5.8,NULL,60,00:00.0,KLGA,Rooftop
11/6/15 16:00,Harding Lab,360050083,200TH STREET AND SOUTHERN BLVD Harding Lab,40.86585,-73.88083,NULL,300,3.4,24.5,27.9,8,0.6,72,Mostly Cloudy,from the Southwest at 8.1 gusting to 20.7 MPH (7 g,Southwest,230,8.1,20.7,NULL,00:00.0,KLGA,Rooftop
11/1/15 6:00,Harding Lab,360050083,200TH STREET AND SOUTHERN BLVD Harding Lab,40.86585,-73.88083,NULL,100,0.5,15,15.6,17,0.7,56,Light Rain,Southwest at 5.8 MPH (5 KT),Southwest,210,5.8,NULL,55,00:00.0,KLGA,Rooftop
11/2/15 21:00,PS 19,360610128,PS 19    185 1ST AVENUE,40.73,-73.98446,16.9,NULL,NULL,NULL,NULL,NULL,NULL,60,Mostly Cloudy,Calm,North,0,0,NULL,NULL,00:00.0,KLGA,Rooftop
11/2/15 5:00,CCNY,360610135,160 CONVENT AVENUE,40.81976,-73.94825,6.2,NULL,NULL,NULL,NULL,7,NULL,57,Mostly Cloudy,Calm,North,0,0,NULL,NULL,00:00.0,KLGA,Rooftop
11/6/15 13:00,PS 19,360610128,PS 19    185 1ST AVENUE,40.73,-73.98446,11.2,NULL,NULL,NULL,NULL,NULL,NULL,73,Mostly Cloudy,from the Southwest at 16.1 gusting to 26.5 MPH (14,Southwest,220,16.1,26.5,NULL,00:00.0,KLGA,Rooftop
11/7/15 16:00,Brooklyn - PS274,360470118,PS 274  800 BUSHWICK AVE,40.69454,-73.92769,4,NULL,NULL,NULL,NULL,NULL,NULL,60,Overcast,from the Northwest at 18.4 gusting to 23.0 MPH (16,Northwest,320,18.4,23,57,00:00.0,KLGA,Rooftop
11/5/15 11:00,IS 52,360050110,IS 52    681 KELLY ST,40.81618,-73.902,31.58,NULL,16.8,45.7,62.5,NULL,2.1,65,Fog/Mist,Calm,North,0,0,NULL,NULL,00:00.0,KLGA,Rooftop
11/7/15 2:00,MSPTH,360810120,Maspeth Library       69-70 GRAND AV,40.72698,-73.89313,1.3,NULL,NULL,NULL,NULL,NULL,NULL,70,Mostly Cloudy,West at 11.5 MPH (10 KT),West,260,11.5,NULL,NULL,00:00.0,KLGA,Rooftop
11/2/15 5:00,Susan Wagner,360850067,"SUSAN WAGNER HS,   1200 MANOR RD, near Brielle Ave",40.59664,-74.12525,NULL,NULL,NULL,NULL,NULL,13,NULL,57,Mostly Cloudy,Calm,North,0,0,NULL,NULL,00:00.0,KLGA,Rooftop
11/2/15 23:00,Brooklyn - PS274,360470118,PS 274  800 BUSHWICK AVE,40.69454,-73.92769,13.3,NULL,NULL,NULL,NULL,NULL,NULL,58,Mostly Cloudy,Calm,North,0,0,NULL,NULL,00:00.0,KLGA,Rooftop
11/6/15 23:00,Queens College,360810124,Queens College   65-30 Kissena Blvd  Parking Lot#6,40.73614,-73.82153,11.82,232.61,0.3,18,18.4,12,0.4,71,Mostly Cloudy,West at 13.8 MPH (12 KT),West,260,13.8,NULL,NULL,00:00.0,KLGA,Rooftop
11/10/15 3:00,PS 314,360470052,"PS 314, 330 59th ST",40.64182,-74.01871,1.6,NULL,NULL,NULL,NULL,NULL,NULL,55,Overcast,East at 6.9 MPH (6 KT),East,70,6.9,NULL,53,00:00.0,KLGA,Rooftop
11/9/15 15:00,Queens College,360810124,Queens College   65-30 Kissena Blvd  Parking Lot#6,40.73614,-73.82153,5.39,165.34,1.4,14,15.4,28,0.8,56,Mostly Cloudy,South at 10.4 MPH (9 KT),South,190,10.4,NULL,53,00:00.0,KLGA,Rooftop
11/8/15 17:00,IS 52,360050110,IS 52    681 KELLY ST,40.81618,-73.902,1.45,NULL,1.5,13.5,15,NULL,1.6,55,Fair,North at 9.2 MPH (8 KT),North,340,9.2,NULL,52,00:00.0,KLGA,Rooftop
11/9/15 13:00,FKILL,360850111,FRESHKILLS WEST   310 West Service Road,40.58027,-74.19832,3.9,NULL,NULL,NULL,NULL,NULL,NULL,60,Mostly Cloudy,Variable at 6.9 MPH (6 KT),Variable,999,6.9,NULL,59,00:00.0,KLGA,Rooftop
11/4/15 17:00,IS 52,360050110,IS 52    681 KELLY ST,40.81618,-73.902,6.4,NULL,2.1,35,37.1,NULL,2.5,63,Fair,Southeast at 9.2 MPH (8 KT),Southeast,140,9.2,NULL,62,00:00.0,KLGA,Rooftop
11/1/15 21:00,IS143,360610115,515 W 182nd St,40.84955,-73.935649,15.2,NULL,NULL,NULL,NULL,NULL,NULL,61,Mostly Cloudy,Southwest at 9.2 MPH (8 KT),Southwest,230,9.2,NULL,60,00:00.0,KLGA,Rooftop
11/5/15 22:00,FKILL,360850111,FRESHKILLS WEST   310 West Service Road,40.58027,-74.19832,12.2,NULL,NULL,NULL,NULL,NULL,NULL,67,Fog/Mist,South at 6.9 MPH (6 KT),South,180,6.9,NULL,NULL,00:00.0,KLGA,Rooftop
11/5/15 12:00,PS 314,360470052,"PS 314, 330 59th ST",40.64182,-74.01871,9.5,NULL,NULL,NULL,NULL,NULL,NULL,68,Mostly Cloudy with Haze,Variable at 4.6 MPH (4 KT),Variable,999,4.6,NULL,NULL,00:00.0,KLGA,Rooftop
11/8/15 18:00,IS52,360050110,IS 52    681 KELLY ST,40.81618,-73.902,1.3,NULL,NULL,NULL,NULL,18,NULL,54,Fair,North at 8.1 MPH (7 KT),North,350,8.1,NULL,52,00:00.0,KLGA,Rooftop
11/9/15 3:00,Harding Lab,360050083,200TH STREET AND SOUTHERN BLVD Harding Lab,40.86585,-73.88083,NULL,300,0,0,0,0,0,47,Fair,Calm,North,0,0,NULL,NULL,00:00.0,KLGA,Rooftop
11/10/15 4:00,Bronx - IS74,360050112,IS 74    730 BRYANT AV,40.81551,-73.88553,7.2,NULL,NULL,NULL,NULL,NULL,NULL,56,Overcast,Northeast at 10.4 MPH (9 KT),Northeast,60,10.4,NULL,53,00:00.0,KLGA,Rooftop
11/4/15 1:00,Queens College,360810124,Queens College   65-30 Kissena Blvd  Parking Lot#6,40.73614,-73.82153,25.6,1657.67,167.1,47.1,214.3,0,1.6,57,Fair,Calm,North,0,0,NULL,NULL,00:00.0,KLGA,Rooftop
11/8/15 5:00,PS 19,360610128,PS 19    185 1ST AVENUE,40.73,-73.98446,4.4,NULL,NULL,NULL,NULL,NULL,NULL,48,A Few Clouds,Northwest at 11.5 MPH (10 KT),Northwest,320,11.5,NULL,43,00:00.0,KLGA,Rooftop
11/8/15 20:00,IS 52,360050110,IS 52    681 KELLY ST,40.81618,-73.902,1.81,NULL,3,23.4,26.5,NULL,2,52,Fair,Calm,North,0,0,NULL,NULL,00:00.0,KLGA,Rooftop
11/10/15 0:00,CCNY,360610135,160 CONVENT AVENUE,40.81976,-73.94825,10.5,NULL,NULL,NULL,NULL,0,NULL,55,Overcast,East at 5.8 MPH (5 KT),East,80,5.8,NULL,54,00:00.0,KLGA,Rooftop
11/1/15 1:00,Harding Lab,360050083,200TH STREET AND SOUTHERN BLVD Harding Lab,40.86585,-73.88083,NULL,0,0.3,0,17.4,17,0,54,Overcast,Southwest at 4.6 MPH (4 KT),Southwest,210,4.6,NULL,53,00:00.0,KLGA,Rooftop
11/1/15 1:00,Harding Lab,360050083,200TH STREET AND SOUTHERN BLVD Harding Lab,40.86585,-73.88083,NULL,0,0.3,0,17.4,17,0,54,Overcast,South at 5.8 MPH (5 KT),South,200,5.8,NULL,53,00:00.0,KLGA,Rooftop
11/10/15 8:00,MSPTH,360810120,Maspeth Library       69-70 GRAND AV,40.72698,-73.89313,5.9,NULL,NULL,NULL,NULL,NULL,NULL,57,Light Rain,East at 16.1 MPH (14 KT),East,70,16.1,NULL,53,00:00.0,KLGA,Rooftop
11/7/15 10:00,Harding Lab,360050083,200TH STREET AND SOUTHERN BLVD Harding Lab,40.86585,-73.88083,NULL,100,1.7,6.9,8.7,22,0.4,62,Overcast,North at 5.8 MPH (5 KT),North,340,5.8,NULL,62,00:00.0,KLGA,Rooftop
11/2/15 13:00,CCNY,360610135,160 CONVENT AVENUE,40.81976,-73.94825,6,NULL,NULL,NULL,NULL,21,NULL,63,Mostly Cloudy,West at 8.1 MPH (7 KT),West,270,8.1,NULL,63,00:00.0,KLGA,Rooftop
11/2/15 4:00,Harding Lab,360050083,200TH STREET AND SOUTHERN BLVD Harding Lab,40.86585,-73.88083,NULL,200,0,0,0,0,0,58,Mostly Cloudy,Northwest at 6.9 MPH (6 KT),Northwest,310,6.9,NULL,57,00:00.0,KLGA,Rooftop
11/5/15 22:00,PS 19,360610128,PS 19    185 1ST AVENUE,40.73,-73.98446,16.2,NULL,NULL,NULL,NULL,NULL,NULL,67,Fog/Mist,South at 6.9 MPH (6 KT),South,180,6.9,NULL,NULL,00:00.0,KLGA,Rooftop
11/3/15 19:00,PS 19,360610128,PS 19    185 1ST AVENUE,40.73,-73.98446,22.6,NULL,NULL,NULL,NULL,NULL,NULL,67,Fair,Calm,North,0,0,NULL,NULL,00:00.0,KLGA,Rooftop
11/9/15 23:00,Division Street,360610134,"40 DIVISION STREET, PS 124",40.71436,-73.99518,9.6,NULL,NULL,NULL,NULL,NULL,NULL,55,Overcast,East at 5.8 MPH (5 KT),East,80,5.8,NULL,54,00:00.0,KLGA,Rooftop
11/6/15 23:00,Susan Wagner,360850067,"SUSAN WAGNER HS,   1200 MANOR RD, near Brielle Ave",40.59664,-74.12525,NULL,NULL,NULL,NULL,NULL,25,NULL,71,Mostly Cloudy,West at 13.8 MPH (12 KT),West,260,13.8,NULL,NULL,00:00.0,KLGA,Rooftop
11/5/15 9:00,Bronx - IS74,360050112,IS 74    730 BRYANT AV,40.81551,-73.88553,28.7,NULL,NULL,NULL,NULL,NULL,NULL,66,Mostly Cloudy with Haze,Southwest at 5.8 MPH (5 KT),Southwest,220,5.8,NULL,NULL,00:00.0,KLGA,Rooftop
11/2/15 7:00,Susan Wagner,360850067,"SUSAN WAGNER HS,   1200 MANOR RD, near Brielle Ave",40.59664,-74.12525,NULL,NULL,NULL,NULL,NULL,3,NULL,58,Mostly Cloudy,Northwest at 3.5 MPH (3 KT),Northwest,300,3.5,NULL,NULL,00:00.0,KLGA,Rooftop
11/4/15 11:00,Bronx - IS74,360050112,IS 74    730 BRYANT AV,40.81551,-73.88553,9.1,NULL,NULL,NULL,NULL,NULL,NULL,63,Fair,Northeast at 11.5 MPH (10 KT),Northeast,50,11.5,NULL,62,00:00.0,KLGA,Rooftop
11/5/15 19:00,Queens College,360810124,Queens College   65-30 Kissena Blvd  Parking Lot#6,40.73614,-73.82153,14.43,369.07,7.1,41.2,48.3,2,0.1,66,Fog/Mist,South at 4.6 MPH (4 KT),South,160,4.6,NULL,NULL,00:00.0,KLGA,Rooftop
11/4/15 7:00,FKILL,360850111,FRESHKILLS WEST   310 West Service Road,40.58027,-74.19832,20.5,NULL,NULL,NULL,NULL,NULL,NULL,59,Fair,Northeast at 4.6 MPH (4 KT),Northeast,60,4.6,NULL,59,00:00.0,KLGA,Rooftop
11/4/15 10:00,Queens College,360810124,Queens College   65-30 Kissena Blvd  Parking Lot#6,40.73614,-73.82153,6.78,198.79,3.7,11.5,15.2,0,0.7,63,Fair,Northeast at 9.2 MPH (8 KT),Northeast,50,9.2,NULL,62,00:00.0,KLGA,Rooftop
11/4/15 17:00,Division Street,360610134,"40 DIVISION STREET, PS 124",40.71436,-73.99518,14,NULL,NULL,NULL,NULL,NULL,NULL,63,Fair,Southeast at 9.2 MPH (8 KT),Southeast,140,9.2,NULL,62,00:00.0,KLGA,Rooftop
11/4/15 10:00,MSPTH,360810120,Maspeth Library       69-70 GRAND AV,40.72698,-73.89313,5.1,NULL,NULL,NULL,NULL,NULL,NULL,63,Fair,Northeast at 9.2 MPH (8 KT),Northeast,50,9.2,NULL,62,00:00.0,KLGA,Rooftop
11/2/15 11:00,PS 19,360610128,PS 19    185 1ST AVENUE,40.73,-73.98446,5.5,NULL,NULL,NULL,NULL,NULL,NULL,61,Mostly Cloudy,Calm,North,0,0,NULL,NULL,00:00.0,KLGA,Rooftop
11/3/15 1:00,PS 19,360610128,PS 19    185 1ST AVENUE,40.73,-73.98446,15.2,NULL,NULL,NULL,NULL,NULL,NULL,55,Fair,Calm,North,0,0,NULL,NULL,00:00.0,KLGA,Rooftop
11/5/15 1:00,Bronx - IS74,360050112,IS 74    730 BRYANT AV,40.81551,-73.88553,19.1,NULL,NULL,NULL,NULL,NULL,NULL,59,Fog/Mist,Calm,North,0,0,NULL,NULL,00:00.0,KLGA,Rooftop
11/2/15 19:00,Harding Lab,360050083,200TH STREET AND SOUTHERN BLVD Harding Lab,40.86585,-73.88083,NULL,500,18.4,43.1,61.6,1,1.9,61,Mostly Cloudy,Calm,North,0,0,NULL,NULL,00:00.0,KLGA,Rooftop
11/4/15 18:00,IS143,360610115,515 W 182nd St,40.84955,-73.935649,12.9,NULL,NULL,NULL,NULL,NULL,NULL,61,Fair,Southeast at 5.8 MPH (5 KT),Southeast,140,5.8,NULL,61,00:00.0,KLGA,Rooftop
11/7/15 7:00,Queens College,360810124,Queens College   65-30 Kissena Blvd  Parking Lot#6,40.73614,-73.82153,6.68,185.91,2.3,19.8,22.1,15,0.8,63,Mostly Cloudy,Northwest at 10.4 MPH (9 KT),Northwest,310,10.4,NULL,62,00:00.0,KLGA,Rooftop
